"","X","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"406",406,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","","Seattle","WA","98133","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",81.09,"11/30/2013",1,"Cash or cash equivalent","Gift","","","",NA,"No Third Party Payment","","","","","No",102120324,"Covered","","","","",NA,"","","",NA,NA,"LAPAROSCOPY","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"407",407,"Covered Recipient Teaching Hospital",500012,609,"Yakima Hma Llc","110 S 9th Ave","","Yakima","WA","98902","MAQUET Cardiovascular U.S. Sales, L.L.C.",100000010724,"MAQUET Cardiovascular U.S. Sales, L.L.C.","NJ","United States",18000,"12/31/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",104254848,"Covered","","","","",NA,"","","",NA,NA,"Anesthesia","",NA,NA,NA,"110 S 9th Ave, Yakima, WA 98902",-120.5213088,46.5966275
"408",408,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",5.4,"08/01/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102107718,"Covered","","","","",NA,"","","",NA,NA,"CLEANING, STERILIZATION, CARE","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"409",409,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Boston Scientific Corporation",100000005674,"Boston Scientific Corporation","MA","United States",800,"10/23/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","No","","","No",101923342,"Covered","","","","",NA,"","","",NA,NA,"PAIN MANAGEMENT","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"410",410,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",200,"11/06/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307980,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"411",411,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Meridian Bioscience Inc.",100000010483,"Meridian Bioscience Inc.","OH","United States",75.19,"10/28/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","Lab Equipment provided for Illumigene Testing","No",101959294,"Covered","","","","",NA,"","","",NA,NA,"illumigene Group B Strep Test Kit","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"412",412,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",192.73,"09/18/2013",2,"Cash or cash equivalent","Royalty or License","","","",NA,"No Third Party Payment","","","","","No",102307322,"Covered","","","","",NA,"","","",NA,NA,"Antibody","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"413",413,"Covered Recipient Teaching Hospital",500008,1039,"University of Washington","1959 NE Pacific Street","","Seattle","WA","98195","AbbVie, Inc.",100000000204,"AbbVie, Inc.","IL","United States",1500,"09/05/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",104719850,"Covered","Humira","","","",NA,"0074-4339-02","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific Street, Seattle, WA 98195",-122.3091341,47.6506935
"414",414,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Biomet, Inc.",100000005643,"Biomet Orthopedics, LLC","IN","United States",256.98,"11/30/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","WRITE-OFF OF BALANCE DUE","No",103680094,"Covered","","","","",NA,"","","",NA,NA,"ORTHO - GENERAL","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"415",415,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",80,"10/10/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307760,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"416",416,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",19.85,"08/07/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374252,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"417",417,"Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","315 E STEVENS CIR","","SEATTLE","WA","98195","Biomet, Inc.",100000005643,"Biomet Orthopedics, LLC","IN","United States",1400,"09/06/2013",1,"Cash or cash equivalent","Education","","","",NA,"No Third Party Payment","","","","","No",103682204,"Covered","","","","",NA,"","","",NA,NA,"ORTHO - TISSUE PRODUCTS","",NA,NA,NA,"315 E STEVENS CIR, SEATTLE, WA 98195",-122.3048655,47.6547759
"418",418,"Covered Recipient Teaching Hospital",500008,1039,"University of Washington","1959 NE Pacific Street","","Seattle","WA","98195","AbbVie, Inc.",100000000204,"AbbVie, Inc.","IL","United States",75580,"10/21/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",104719852,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific Street, Seattle, WA 98195",-122.3091341,47.6506935
"419",419,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Pfizer Inc.",100000000286,"Pfizer Inc.","NY","United States",600,"08/15/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",205579092,"Covered","ZYVOX","","","",NA,"0009513701","","",NA,NA,"","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"420",420,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",96,"09/25/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307414,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"421",421,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",246,"11/21/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307924,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"422",422,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",240,"10/16/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307732,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"423",423,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","The Medicines Company",100000010428,"The Medicines Company","NJ","United States",500,"10/10/2013",1,"Cash or cash equivalent","Education","","","",NA,"No Third Party Payment","","","","","No",105386320,"Covered","ANGIOMAX","","","",NA,"6529300101","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"424",424,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",120,"08/28/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307176,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"425",425,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",500,"10/03/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","Exhibit Display Fee","No",101190280,"Covered","BRILINTA","","","",NA,"0001860777","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"426",426,"Covered Recipient Teaching Hospital",500088,1038,"Public Hospital District #1 Of King County","400 S 43rd St","","Renton","WA","98055","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",362.67,"09/23/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","Exhibit Display Fee","No",101178366,"Covered","FASLODEX","","","",NA,"0003100720","","",NA,NA,"","",NA,NA,NA,"400 S 43rd St, Renton, WA 98055",-122.2143069,47.4424335
"427",427,"Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Eli Lilly and Company",100000000066,"LILLY USA, LLC","IN","United States",3500,"08/08/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","","No",100185030,"Covered","FORTEO","","","",NA,"0002840001","","",NA,NA,"","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"428",428,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",320,"08/22/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307296,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"429",429,"Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Stryker Corporation",100000010503,"Stryker Corporation","MI","United States",500,"10/15/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",104174848,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"430",430,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",200.78,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","Equpment Loans","No",103732652,"Covered","","","","",NA,"","","",NA,NA,"Minimally Invasive Hemodynamic Monitoring","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"431",431,"Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE Pacific St","","Seattle","WA","98195","Arthrex, Inc.",100000005371,"Arthrex, Inc.","FL","United States",30000,"08/07/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","","","","No",317492516,"Covered","","","","",NA,"","","",NA,NA,"ARTHREX PRODUCT LINE KNEE & HIP ARTHROSCOPY","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"432",432,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",59.3,"11/01/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102309126,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"433",433,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Otsuka America Pharmaceutical, Inc.",100000010723,"Otsuka America Pharmaceutical, Inc.","MD","United States",2500,"09/13/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",105152282,"Covered","SAMSCA","","","",NA,"5914802050","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"434",434,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","PO BOX 5299 MAIL STOP 409 B-CME","","TACOMA","WA","98415","Sanofi and Genzyme US Companies",100000000076,"SANOFI-AVENTIS U.S. LLC","NJ","United States",400,"09/21/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","","No",101597378,"Covered","AUVIQ","","","",NA,"0024-5833-02","","",NA,NA,"","",NA,NA,NA,"PO BOX 5299 MAIL STOP 409 B-CME, TACOMA, WA 98415",-122.44,47.25
"435",435,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",1710,"12/11/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308126,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"436",436,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",244,"10/24/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374682,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"437",437,"Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",3000,"10/17/2013",1,"Cash or cash equivalent","Education","","","",NA,"No Third Party Payment","","No","","","No",100581136,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"438",438,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE PACIFIC ST # RR 310","","SEATTLE","WA","98195","Sanofi and Genzyme US Companies",100000000067,"SANOFI US SERVICES INC.","NJ","United States",3600,"10/22/2013",1,"Cash or cash equivalent","Consulting Fee","","","",NA,"No Third Party Payment","","No","","","No",101606442,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE PACIFIC ST # RR 310, SEATTLE, WA 98195",-122.3091341,47.6506935
"439",439,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",80,"10/23/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307776,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"440",440,"Covered Recipient Teaching Hospital",500129,1031,"MULTICARE HEALTH SYSTEM","315 MARTIN LUTHER KING JR WAY","MULTICARE DISTRIBUTION CENTER","TACOMA","WA","98405-4234","Helena Laboratories Corporation",100000005555,"Helena Laboratories Corporation","TX","United States",126,"08/21/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",109955060,"Covered","","","","",NA,"","","",NA,NA,"SPIFE DISPO SAMPLE CUPS-DEEP WE","",NA,NA,NA,"315 MARTIN LUTHER KING JR WAY, TACOMA, WA 98405-4234",-122.4529682,47.2593601
"441",441,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Actelion Pharmaceuticals US, Inc.",100000010813,"Actelion Pharmaceuticals US, Inc.","CA","United States",500,"11/07/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",104273694,"Covered","TRACLEER BOSENTAN","","","",NA,"6621510206","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"442",442,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","500 17TH AVE #600","","SEATTLE","WA","98122","Sanofi and Genzyme US Companies",100000000076,"SANOFI-AVENTIS U.S. LLC","NJ","United States",2000,"11/08/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","","No",101597384,"Covered","AUVIQ","","","",NA,"0024-5833-02","","",NA,NA,"","",NA,NA,NA,"500 17TH AVE #600, SEATTLE, WA 98122",-122.3101639,47.6072783
"443",443,"Covered Recipient Teaching Hospital",500129,1031,"MULTICARE HEALTH SYSTEM","315 MARTIN LUTHER KING JR WAY","MULTICARE DISTRIBUTION CENTER","TACOMA","WA","98405-4234","Helena Laboratories Corporation",100000005555,"Helena Laboratories Corporation","TX","United States",210,"08/07/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",109955056,"Covered","","","","",NA,"","","",NA,NA,"SPIFE MODIFIED APPLICATOR BLADE","",NA,NA,NA,"315 MARTIN LUTHER KING JR WAY, TACOMA, WA 98405-4234",-122.4529682,47.2593601
"444",444,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Meridian Bioscience Inc.",100000010483,"Meridian Bioscience Inc.","OH","United States",21.05,"10/28/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","Lab Equipment provided for Illumigene Testing","No",101959300,"Covered","","","","",NA,"","","",NA,NA,"illumigene Group B Strep Test Kit","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"445",445,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","HeartWare, Inc.",100000011163,"HeartWare, Inc.","MA","United States",995.26,"08/26/2013",1,"In-kind items and services","Travel and Lodging","Chicago","IL","United States",NA,"No Third Party Payment","","No","","","No",105395252,"Covered","","","","",NA,"","","",NA,NA,"HeartWare Ventricular Assist System","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"446",446,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",169.2,"08/20/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102105542,"Covered","","","","",NA,"","","",NA,NA,"ANESTHESIOLOGY","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"447",447,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",164,"12/09/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374620,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"448",448,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",17.29,"08/29/2013",1,"In-kind items and services","Food and Beverage","","","",NA,"No Third Party Payment","","","","","No",105375530,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"449",449,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Purdue Pharma L.P.",100000005455,"Purdue Transdermal Technologies L.P.","CT","United States",800,"10/23/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",103081736,"Covered","BUTRANS","","","",NA,"5901175004","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"450",450,"Covered Recipient Teaching Hospital",500088,1038,"Public Hospital District #1 Of King County","400 S 43rd St","","Renton","WA","98055","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",240.68,"11/10/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","Exhibit Display Fee","No",101178358,"Covered","FASLODEX","","","",NA,"0003100720","","",NA,NA,"","",NA,NA,NA,"400 S 43rd St, Renton, WA 98055",-122.2143069,47.4424335
"451",451,"Covered Recipient Teaching Hospital",503300,1025,"Seattle Children'S Hospital","4800 Sand Point Way NE","Ste100","Seattle","WA","98105","Henry Schein, Inc.",100000005547,"Henry Schein, Inc.","NY","United States",30.99,"12/11/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102274848,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"4800 Sand Point Way NE, Seattle, WA 98105",-122.283265,47.6626378
"452",452,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",2330,"11/29/2013",1,"Cash or cash equivalent","Gift","","","",NA,"No Third Party Payment","","","","","No",102121758,"Covered","","","","",NA,"","","",NA,NA,"LAPAROSCOPY","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"453",453,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","4311 11TH AVENUE NE #500","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",28.26,"10/30/2013",1,"Cash or cash equivalent","Royalty or License","","","",NA,"No Third Party Payment","","","","","No",105375238,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"454",454,"Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",1200,"10/18/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","","No",100581126,"Covered","Prolia","","","",NA,"5551371001","","",NA,NA,"","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"455",455,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Masimo Corporation",100000005698,"Masimo Corporation","CA","United States",400,"12/12/2013",1,"Cash or cash equivalent","Education","","","",NA,"No Third Party Payment","","","","","No",104127272,"Covered","","","","",NA,"","","",NA,NA,"Oximetry Monitoring","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
