"","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"1061","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",35.75,"07/19/2014",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",119189910,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1062","Covered Recipient Teaching Hospital",500001,2217,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",2625,"07/09/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188436282,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"1063","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","PO Box 359440","","Seattle","WA","98109","Boehringer Ingelheim Pharmaceuticals, Inc.",100000000234,"Boehringer Ingelheim Pharmaceuticals, Inc.","CT","United States",600,"04/28/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",196048364,"Covered","PRADAXA","SPIRIVA","TRADJENTA","","","0005970135","0005970075","0005970140","","","","","","","","PO Box 359440, Seattle, WA 98109",-122.3456919,47.6288591
"1064","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","PO BOX 359440","","SEATTLE","WA","98195","Novo Nordisk Inc",100000000144,"Novo Nordisk Inc","NJ","United States",600,"08/28/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",162452122,"Covered","Levemir","NovoLog","Victoza","","","0169-6439-90","0169-6339-90","0169-4060-90","","","","","","","","PO BOX 359440, SEATTLE, WA 98195",-122.3084023,47.6508882
"1065","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",1050,"09/17/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188437202,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"1066","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",163.87,"08/20/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188438882,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"1067","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Salix Pharmaceuticals, Ltd",100000010796,"Salix Pharmaceuticals, Ltd","NC","United States",1500,"01/24/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",158765044,"None","","","","","","","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"1068","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","Suite 500","Seattle","WA","98195","ARIAD Pharmaceuticals, Inc.",100000010550,"ARIAD Pharmaceuticals, Inc.","MA","United States",800,"06/16/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",212033084,"Covered","Iclusig","","","","","7618953430","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1069","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98105","DePuy Synthes Sales Inc.",100000005706,"DePuy Orthopaedics Inc.","IN","United States",8108,"02/27/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","Educational","No",136724980,"Covered","","","","","","","","","","","Trauma","","","","","2, SEATTLE, WA 98105",-122.3272747,47.6596048
"1070","Covered Recipient Teaching Hospital",500064,2221,"HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","","SEATTLE","WA","98104","Helena Laboratories Corporation",100000005555,"Helena Laboratories Corporation","TX","United States",178.93,"09/30/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",165831594,"Covered","","","","","","","","","","","PFZ CALIBRATOR-HIGH (5X2.5mL)","","","","","325 9TH AVENUE, SEATTLE, WA 98104",-122.3241757,47.6038212
"1071","Covered Recipient Teaching Hospital",500008,2228,"University Of Washington Med Ctr","1959 NE PACIFIC ST","","SEATTLE","WA","98195","St. Jude Medical, Inc.",100000000310,"St. Jude Medical, Inc.","MN","United States",2000,"10/24/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",131536438,"None","","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"1072","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Roche Diagnostics Corporation",100000005419,"Roche Diagnostics Corporation","IN","United States",2017.2,"05/31/2014",1,"In-kind items and services","Education","","","","","No Third Party Payment","","No","","","No",164123062,"Covered","","","","","","","","","","","MD Virology","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"1073","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 Ne Pacific St","","Seattle","WA","98195","Covidien Sales LLC",100000000098,"Covidien Sales LLC","MA","United States",9735,"10/24/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",212105668,"Covered","","","","","","","","","","","Endo Stapling","Open Stapling","","","","1959 Ne Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1074","Covered Recipient Teaching Hospital",500079,2219,"GOOD SAMARITAN HOSPITAL","407TH 14TH AVENUE SE","","PUYALLUP","WA","98371","Small Bone Innovations Inc.",100000005548,"Small Bone Innovations Inc.","PA","United States",950,"04/14/2014",1,"Cash or cash equivalent","Royalty or License","","","","","Entity","Western Institutional Review Board","No","No","","No",111629066,"Covered","","","","","","","","","","","SR PIP and SR MCP","","","","","407TH 14TH AVENUE SE, PUYALLUP, WA 98371",-122.323194,47.2041
"1075","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","UW TOWERS BOX 359440","","SEATTLE","WA","98195","Sanofi and Genzyme US Companies",100000000076,"SANOFI-AVENTIS U.S. LLC","NJ","United States",600,"10/23/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",188470998,"Covered","APIDRA","LANTUS","","","","0088-2500-33","0088-2220-33","","","","","","","","","UW TOWERS BOX 359440, SEATTLE, WA 98195",-122.3084023,47.6508882
"1076","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Otsuka America Pharmaceutical, Inc.",100000010723,"Otsuka America Pharmaceutical, Inc.","MD","United States",1500,"03/12/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",216488024,"Covered","SAMSCA","","","","","5914802050","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"1077","Covered Recipient Teaching Hospital",500008,2228,"University Of Washington Med Ctr","1959 Ne Pacific St","","Seattle","WA","98195","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",5000,"08/11/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","CME Program","No",180108712,"None","","","","","","","","","","","","","","","","1959 Ne Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1078","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","325 9TH AVE   359750","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",630.68,"08/06/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188437874,"Covered","","","","","","","","","","","Controls","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1079","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","SWEDISH HEALTH SVCS SRC","PO BOX 94085","SEATTLE","WA","98124","Gilead Sciences Inc",100000000108,"Gilead Sciences Inc","CA","United States",500,"06/17/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","659199-1727796-1033056-9516214-1033056-9516214-Gilead Sciences2014 Combined Campus Cardiovascular Conf","No",160081781,"None","","","","","","","","","","","","","","","","SWEDISH HEALTH SVCS SRC, SEATTLE, WA 98124",-122.33,47.61
"1080","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Millennium Pharmaceuticals, Inc.",100000000080,"Millennium Pharmaceuticals, Inc.","MA","United States",1750,"08/21/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",181409788,"Covered","VELCADE","","","","","6302000490","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1081","Covered Recipient Teaching Hospital",500129,2220,"TACOMA GENERAL ALLENORE HOSPITAL","315 Martin Luther King Jr Way","","Tacoma","WA","98405","CareFusion Corporation",100000005545,"CareFusion Corporation","CA","United States",368,"10/13/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",221073350,"Covered","","","","","","","","","","","Medical Systems","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"1082","Covered Recipient Teaching Hospital",500064,2221,"HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","","SEATTLE","WA","98104","Pfizer Inc.",100000000286,"Pfizer Inc.","NY","United States",400,"01/16/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",206739224,"Covered","VIAGRA","TOVIAZ","","","","0069420030","0069024230","","","","","","","","","325 9TH AVENUE, SEATTLE, WA 98104",-122.3241757,47.6038212
"1083","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",100,"04/30/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188434792,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"1084","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",270.27,"10/29/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188438484,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"1085","Covered Recipient Teaching Hospital",500001,2217,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",193.93,"10/02/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188440688,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"1086","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Roche Diagnostics Corporation",100000005419,"Roche Diagnostics Corporation","IN","United States",1672.06,"09/30/2014",1,"In-kind items and services","Education","","","","","No Third Party Payment","","No","","","No",164123084,"Covered","","","","","","","","","","","MD Virology","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"1087","Covered Recipient Teaching Hospital",500044,1467,"DEACONESS MEDICAL CENTER","800 WEST FIFTH AVENUE","","SPOKANE","WA","99210","HILL-ROM HOLDINGS, INC",100000005389,"Hill-Rom Company, Inc","IN","United States",583.2,"09/18/2014",1,"In-kind items and services","Travel and Lodging","Irvine","CA","United States","","No Third Party Payment","","No","","","No",192921684,"Covered","","","","","","","","","","","HospitalBedFramesSupportSurfaces","","","","","800 WEST FIFTH AVENUE, SPOKANE, WA 99210",-117.4232933,47.6520086
"1088","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","SWEDISH HEALTH SVCS SRC","PO BOX 94085","SEATTLE","WA","98124","Gilead Sciences Inc",100000000108,"Gilead Sciences Inc","CA","United States",500,"02/27/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","659194-1727791-902252-8309951-902252-8309951-Gilead SciencesCombined Campus Cardiovascular Conference Series","No",160081764,"None","","","","","","","","","","","","","","","","SWEDISH HEALTH SVCS SRC, SEATTLE, WA 98124",-122.33,47.61
"1089","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","HOLOGIC INC",100000010400,"HOLOGIC INC","MA","United States",5850,"08/06/2014",1,"In-kind items and services","Grant","","","","","No Third Party Payment","","","","Loaned Equipment since 2013","No",181521576,"Covered","","","","","","","","","","","SVDX-00400 - Securview","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1090","Covered Recipient Teaching Hospital",500027,2212,"Swedish Medical Center","747 Broadway","","Seattle","WA","98122","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",300,"03/28/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Exhibit Display Fee","No",227649862,"None","","","","","","","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"1091","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",74,"01/24/2014",1,"In-kind items and services","Education","","","","","No Third Party Payment","","","","","No",218015404,"Covered","","","","","","","","","","","ORTHOPEDICS","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"1092","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Eli Lilly and Company",100000000066,"LILLY USA, LLC","IN","United States",1300,"10/10/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",137928898,"Covered","TRADJENTA","","","","","0597014030","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"1093","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Astellas Pharma US Inc",100000000137,"Astellas Pharma US Inc","IL","United States",1500,"04/17/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",165744070,"Covered","Lexiscan","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1094","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",750,"10/29/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188437604,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"1095","Covered Recipient Teaching Hospital",500129,2220,"TACOMA GENERAL ALLENORE HOSPITAL","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Astellas Pharma US Inc",100000000137,"Astellas Pharma US Inc","IL","United States",300,"09/17/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",165744166,"Covered","Lexiscan","","","","","","","","","","","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"1096","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",21.7,"02/19/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",119193852,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1097","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Purdue Pharma L.P.",100000005455,"Purdue Transdermal Technologies L.P.","CT","United States",800,"10/15/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",158310766,"Covered","BUTRANS","","","","","5901175004","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1098","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Eli Lilly and Company",100000000066,"LILLY USA, LLC","IN","United States",1500,"02/20/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",137924790,"Covered","TRADJENTA","","","","","0597014030","","","","","","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"1099","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",28.03,"07/02/2014",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",119189902,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1100","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98105","Alcon Research Ltd",100000000218,"Alcon Research Ltd","TX","United States",56967,"07/28/2014",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","No","","","No",170118514,"None","","","","","","","","","","","","","","","","2, SEATTLE, WA 98105",-122.3272747,47.6596048
"1101","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE PACIFIC ST","","SEATTLE","WA","98195","BOSTON SCIENTIFIC CORPORATION",100000005674,"BOSTON SCIENTIFIC CORPORATION","MA","United States",2038,"11/24/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",177766406,"Covered","","","","","","","","","","","PAIN MANAGEMENT","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"1102","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Genentech, Inc.",100000000226,"Genentech USA, Inc.","CA","United States",1750,"07/11/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",208178940,"Covered","Avastin","Tarceva","","","","5024206101","5024206401","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"1103","Covered Recipient Teaching Hospital",500050,2229,"SOUTHWEST WASHINGTON MEDICAL CENTER","200 NE Mother Joseph Pl Ste 400","","Vancouver","WA","98664","QIAGEN Sciences, LLC",100000005480,"QIAGEN Sciences, LLC","MD","United States",1966,"02/03/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",212671186,"Non-covered","","","","","","","","","","","","","","","","200 NE Mother Joseph Pl Ste 400, Vancouver, WA 98664",-122.5800895,45.6241511
"1104","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98105","DePuy Synthes Sales Inc.",100000005706,"DePuy Orthopaedics Inc.","IN","United States",6223.96,"08/01/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","Educational","No",136725014,"None","","","","","","","","","","","OTHER NA","","","","","2, SEATTLE, WA 98105",-122.3272747,47.6596048
"1105","Covered Recipient Teaching Hospital",500088,2227,"VALLEY MEDICAL CENTER","400 S 43rd St","","RENTON","WA","98058","HOLOGIC INC",100000010400,"HOLOGIC INC","MA","United States",12.62,"07/31/2014",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","AMY STEERS","No",181530278,"Covered","","","","","","","","","","","THINPREP","","","","","400 S 43rd St, RENTON, WA 98058",-122.2143069,47.4424335
"1106","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 SENECA STREET","1930","SEATTLE","WA","98111","HILL-ROM HOLDINGS, INC",100000005389,"Hill-Rom Company, Inc","IN","United States",958.13,"01/17/2014",1,"Cash or cash equivalent","Gift","","","","","No Third Party Payment","","No","","Open Account Receivable Write Off","No",192922625,"Covered","","","","","","","","","","","HospitalBedFramesSupportSurfaces","","","","","925 SENECA STREET, SEATTLE, WA 98111",-122.327633,47.6100079
"1107","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",75,"04/28/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",119187438,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1108","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",100,"07/30/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188436402,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"1109","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Cook Incorporated",100000010458,"Cook Incorporated","IN","United States",3390,"07/10/2014",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","","","This organization was chosen for its expertise and experience to provide consultation to internal Cook employees regarding topics that might include government policy, healthcare economics, translational research, reimbursement requirements, regulatory policy, or legislative initiatives. We follow safe harbor rules and pay consultants a fair market value for services provided.","No",211329924,"Covered","","","","","","","","","","","SUR - SIS","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1110","Covered Recipient Teaching Hospital",500012,1788,"YAKIMA REGIONAL MEDICAL & CARDIAC CE","110 S 9th Ave","","Yakima","WA","98902","Teleflex Medical Incorporated",100000011040,"Teleflex Medical Incorporated","NC","United States",444.7,"01/29/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",215418250,"Covered","","","","","","","","","","","Surgical","","","","","110 S 9th Ave, Yakima, WA 98902",-120.5213088,46.5966275
"1111","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",15.36,"07/10/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",119186874,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"1112","Covered Recipient Teaching Hospital",500079,2219,"GOOD SAMARITAN HOSPITAL","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Sysmex America, Inc.",100000005567,"Sysmex America, Inc.","IL","United States",677.78,"11/03/2014",1,"In-kind items and services","Travel and Lodging","Lincolnshire","IL","United States","","No Third Party Payment","","","","","No",218399980,"Covered","","","","","","","","","","","WAM","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"1113","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Roche Diagnostics Corporation",100000005419,"Roche Diagnostics Corporation","IN","United States",1672.06,"04/30/2014",1,"In-kind items and services","Education","","","","","No Third Party Payment","","No","","","No",164123018,"Covered","","","","","","","","","","","MD Virology","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
